slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totals
cancavl01,Vlatko Čančar,POWER FORWARD,22,DENVER NUGGETS,14,45,11.4,0.507,0.4,0.267,12.5,12.4,12.4,9.1,1.1,2.1,15.2,19.1,0.0,0.0,0.1,0.062,-3.6,-1.2,-4.8,0.0,False
capelca01,Clint Capela,CENTER,25,HOUSTON ROCKETS,39,1279,20.6,0.626,0.0,0.268,13.6,30.5,22.0,5.7,1.2,4.8,12.7,16.1,2.8,2.1,4.9,0.184,1.0,0.4,1.4,1.1,False
carrode01,DeMarre Carroll,SMALL FORWARD,33,SAN ANTONIO SPURS,15,135,4.9,0.437,0.448,0.69,5.6,19.2,12.4,10.1,0.7,1.3,20.9,15.3,-0.2,0.1,-0.1,-0.036,-5.9,-1.1,-7.0,-0.2,False
carrode01,DeMarre Carroll,CENTER,33,HOUSTON ROCKETS,9,155,12.8,0.578,0.541,0.595,3.3,13.0,8.1,12.2,1.8,1.7,13.0,14.3,0.2,0.2,0.4,0.114,-0.7,-0.4,-1.1,0.0,False
carteje01,Jevon Carter,POINT GUARD,24,PHOENIX SUNS,58,945,11.3,0.563,0.601,0.111,3.5,10.5,6.9,11.9,2.4,1.6,11.2,12.9,0.8,1.0,1.8,0.093,-0.7,1.3,0.6,0.6,False
cartevi01,Vince Carter,POWER FORWARD,43,ATLANTA HAWKS,60,876,7.5,0.47,0.664,0.095,2.2,13.2,7.6,7.7,1.2,2.4,9.4,16.6,-0.6,0.4,-0.2,-0.011,-3.1,-1.2,-4.3,-0.5,False
cartewe01,Wendell Carter Jr.,CENTER,20,CHICAGO BULLS,43,1256,15.5,0.59,0.085,0.443,11.6,24.6,17.8,6.0,1.3,2.7,14.9,16.4,1.7,1.6,3.3,0.127,-2.1,-0.3,-2.4,-0.1,False
cartemi01,Michael Carter-Williams,SHOOTING GUARD,28,ORLANDO MAGIC,45,833,15.3,0.535,0.288,0.365,5.8,13.5,9.5,19.1,2.9,2.4,14.7,18.3,0.7,1.2,1.9,0.111,-1.5,1.6,0.1,0.5,False
carusal01,Alex Caruso,POINT GUARD,25,LOS ANGELES LAKERS,64,1175,10.8,0.525,0.412,0.323,1.6,9.8,5.7,13.6,2.8,1.4,13.8,13.8,0.5,1.8,2.3,0.095,-2.6,2.4,-0.2,0.5,False
caulewi01,Willie Cauley-Stein,CENTER,26,GOLDEN STATE WARRIORS,41,940,16.2,0.573,0.0,0.222,7.9,22.0,14.7,9.9,2.3,4.8,11.0,14.4,1.0,1.2,2.2,0.113,-1.6,1.6,0.0,0.5,False
caulewi01,Willie Cauley-Stein,CENTER,26,DALLAS MAVERICKS,13,157,22.2,0.684,0.022,0.2,8.8,31.0,20.1,9.6,1.2,6.0,9.3,14.7,0.5,0.3,0.7,0.222,0.9,2.2,3.1,0.2,False
chandty01,Tyson Chandler,CENTER,37,HOUSTON ROCKETS,26,219,10.8,0.717,0.0,0.722,11.8,19.8,15.8,3.5,1.3,3.1,25.2,6.0,0.3,0.3,0.6,0.131,-2.6,1.1,-1.5,0.0,False
chandwi01,Wilson Chandler,POWER FORWARD,32,BROOKLYN NETS,35,734,7.4,0.531,0.661,0.126,1.6,18.5,10.2,7.3,1.0,1.4,15.0,12.9,-0.1,0.9,0.7,0.046,-3.7,1.0,-2.7,-0.1,False
chealjo01,Joe Chealey,POINT GUARD,24,CHARLOTTE HORNETS,4,33,-2.9,0.127,0.571,0.286,0.0,0.0,0.0,3.9,6.1,0.0,20.2,13.2,-0.2,0.0,-0.1,-0.188,-14.3,1.7,-12.5,-0.1,False
cheatzy01,Zylan Cheatham,POWER FORWARD,24,NEW ORLEANS PELICANS,4,51,6.7,0.667,0.111,0.0,6.2,12.5,9.4,7.7,0.9,1.6,30.8,10.4,0.0,0.0,0.0,0.034,-6.6,-0.5,-7.2,-0.1,False
chiozch01,Chris Chiozza,POINT GUARD,24,WASHINGTON WIZARDS,10,123,9.2,0.397,0.471,0.0,0.0,13.9,6.7,29.2,3.8,1.4,20.9,14.5,-0.1,0.1,0.0,-0.001,-3.6,2.2,-1.5,0.0,False
chiozch01,Chris Chiozza,POINT GUARD,24,BROOKLYN NETS,18,278,13.2,0.531,0.528,0.047,3.4,10.6,7.1,29.5,1.9,0.6,17.5,19.7,0.2,0.3,0.5,0.08,-0.8,-0.3,-1.1,0.1,False
chrisma01,Marquese Chriss,POWER FORWARD,22,GOLDEN STATE WARRIORS,59,1196,19.5,0.604,0.101,0.405,10.0,23.6,16.5,15.3,1.6,4.7,14.7,19.0,2.1,1.3,3.4,0.136,0.0,0.6,0.6,0.8,False
clarkga01,Gary Clark,POWER FORWARD,25,HOUSTON ROCKETS,18,212,11.8,0.564,0.864,0.119,5.4,14.5,9.9,7.7,0.4,2.8,3.1,12.5,0.4,0.2,0.5,0.123,0.3,-0.9,-0.6,0.1,False
clarkga01,Gary Clark,SMALL FORWARD,25,ORLANDO MAGIC,24,355,10.1,0.571,0.811,0.041,7.6,13.8,10.6,1.9,0.5,3.8,9.6,10.1,0.3,0.3,0.6,0.087,-1.7,-0.9,-2.6,-0.1,False
clarkbr01,Brandon Clarke,POWER FORWARD,23,MEMPHIS GRIZZLIES,58,1300,20.9,0.663,0.134,0.234,7.6,20.1,14.0,9.5,1.1,3.2,9.4,18.7,3.4,1.6,5.0,0.183,2.4,0.7,3.1,1.7,False
clarkjo01,Jordan Clarkson,SHOOTING GUARD,27,CLEVELAND CAVALIERS,29,666,18.6,0.581,0.488,0.264,3.5,8.1,5.8,17.0,1.2,1.0,9.7,25.9,1.4,0.1,1.5,0.107,4.1,-1.4,2.7,0.8,False
clarkjo01,Jordan Clarkson,SHOOTING GUARD,27,UTAH JAZZ,42,1039,16.5,0.569,0.47,0.146,3.2,9.1,6.3,10.8,1.4,0.6,9.2,26.7,1.0,0.9,1.9,0.089,1.3,-1.2,0.0,0.5,False
claxtni01,Nic Claxton,CENTER,20,BROOKLYN NETS,15,187,14.8,0.577,0.146,0.438,10.7,13.6,12.2,12.4,0.3,3.6,13.6,14.8,0.3,0.2,0.5,0.121,-0.7,0.1,-0.7,0.1,False
clemoch01,Chris Clemons,SHOOTING GUARD,22,HOUSTON ROCKETS,33,291,13.1,0.548,0.754,0.077,1.4,9.4,5.4,14.3,1.4,1.8,11.5,23.6,0.1,0.2,0.4,0.058,0.3,-1.3,-1.0,0.1,False
clevean01,Antonius Cleveland,SHOOTING GUARD,25,DALLAS MAVERICKS,11,46,2.5,0.34,0.214,0.357,4.6,11.3,8.0,2.8,1.1,5.6,11.0,16.9,-0.1,0.0,-0.1,-0.076,-9.0,-1.0,-10.1,-0.1,False
coffeam01,Amir Coffey,SHOOTING GUARD,22,LOS ANGELES CLIPPERS,18,159,8.5,0.493,0.352,0.204,2.7,7.6,5.2,12.3,1.5,1.1,12.0,17.6,0.0,0.2,0.1,0.041,-4.3,0.1,-4.1,-0.1,False
collijo01,John Collins,POWER FORWARD,22,ATLANTA HAWKS,41,1363,23.5,0.659,0.243,0.248,9.0,24.0,16.4,7.6,1.1,4.1,10.1,22.7,3.8,1.2,4.9,0.174,3.7,-0.6,3.1,1.7,False
colliza01,Zach Collins,POWER FORWARD,22,PORTLAND TRAIL BLAZERS,11,290,9.9,0.538,0.279,0.118,9.1,15.7,12.4,7.2,0.8,1.5,16.4,12.5,0.2,0.1,0.3,0.052,-1.7,-1.4,-3.1,-0.1,False
conlemi01,Mike Conley,POINT GUARD,32,UTAH JAZZ,47,1363,14.1,0.537,0.451,0.245,2.8,9.2,6.1,23.1,1.3,0.3,12.8,23.1,1.4,1.1,2.5,0.089,0.7,-0.4,0.3,0.8,False
connapa01,Pat Connaughton,SHOOTING GUARD,27,MILWAUKEE BUCKS,67,1243,11.5,0.565,0.551,0.133,5.1,16.8,11.3,10.9,0.9,2.2,14.0,12.3,1.1,2.3,3.4,0.13,-0.9,1.5,0.6,0.8,False
cookqu01,Quinn Cook,POINT GUARD,26,LOS ANGELES LAKERS,44,508,10.0,0.509,0.397,0.065,2.4,8.5,5.5,13.8,1.1,0.4,13.0,21.0,-0.2,0.5,0.3,0.03,-2.3,-1.4,-3.8,-0.2,False
cookty01,Tyler Cook,POWER FORWARD,22,CLEVELAND CAVALIERS,11,35,23.9,0.752,0.0,0.6,12.6,19.2,15.9,4.5,1.4,0.0,7.3,16.7,0.2,0.0,0.2,0.244,2.9,-0.6,2.3,0.0,False
cookty01,Tyler Cook,SMALL FORWARD,22,DENVER NUGGETS,2,19,11.3,0.694,0.0,1.0,11.8,11.8,11.8,0.0,5.2,0.0,41.0,11.2,0.0,0.0,0.0,0.069,-4.4,-0.4,-4.8,0.0,False
covinro01,Robert Covington,POWER FORWARD,29,MINNESOTA TIMBERWOLVES,48,1411,13.5,0.572,0.629,0.19,2.6,19.5,10.7,5.9,2.6,2.6,12.0,17.8,0.5,1.8,2.3,0.078,-1.2,1.2,0.0,0.7,False
covinro01,Robert Covington,CENTER,29,HOUSTON ROCKETS,22,726,13.1,0.531,0.74,0.132,3.9,21.7,12.7,6.1,2.2,5.7,11.1,15.4,0.2,1.2,1.4,0.094,-1.2,1.4,0.2,0.4,False
crabbal01,Allen Crabbe,SHOOTING GUARD,27,ATLANTA HAWKS,28,522,7.2,0.482,0.65,0.084,2.0,11.5,6.7,7.3,1.3,0.6,7.5,12.7,-0.1,0.1,0.1,0.009,-3.1,-1.1,-4.1,-0.3,False
crabbal01,Allen Crabbe,SMALL FORWARD,27,MINNESOTA TIMBERWOLVES,9,131,1.1,0.416,0.765,0.059,0.8,9.2,4.8,5.1,0.0,0.0,12.5,12.5,-0.2,0.0,-0.2,-0.068,-6.4,-3.3,-9.7,-0.3,False
craigto01,Torrey Craig,SMALL FORWARD,29,DENVER NUGGETS,58,1072,10.8,0.553,0.513,0.134,6.6,13.2,9.9,5.9,1.1,3.1,8.1,12.6,1.1,0.9,2.0,0.091,-2.0,-0.3,-2.3,-0.1,False
crawfja01,Jamal Crawford,SHOOTING GUARD,39,BROOKLYN NETS,1,6,33.2,0.625,0.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,27.9,0.1,0.0,0.1,0.492,12.4,2.6,15.0,0.0,False
crowdja01,Jae Crowder,SMALL FORWARD,29,MEMPHIS GRIZZLIES,45,1322,11.0,0.507,0.667,0.238,3.2,18.5,11.0,12.2,1.7,0.9,10.9,15.6,0.5,1.4,1.9,0.069,-1.4,0.2,-1.2,0.3,False
crowdja01,Jae Crowder,POWER FORWARD,29,MIAMI HEAT,20,553,16.3,0.669,0.78,0.183,2.5,18.5,10.8,9.7,2.2,1.8,7.8,15.3,1.2,0.8,1.9,0.169,1.8,0.8,2.5,0.6,False
culveja01,Jarrett Culver,SHOOTING GUARD,20,MINNESOTA TIMBERWOLVES,63,1506,9.6,0.467,0.388,0.206,4.7,10.3,7.4,10.8,1.8,2.1,11.5,19.2,-1.2,1.1,-0.1,-0.004,-3.3,-0.7,-4.0,-0.8,False
curryse01,Seth Curry,SHOOTING GUARD,29,DALLAS MAVERICKS,64,1576,15.5,0.643,0.559,0.169,1.8,7.8,4.8,11.6,1.2,0.5,9.1,18.4,3.5,0.8,4.3,0.13,1.7,-0.9,0.8,1.2,False
curryst01,Stephen Curry,POINT GUARD,31,GOLDEN STATE WARRIORS,5,139,21.7,0.557,0.598,0.317,3.0,17.8,10.1,42.3,1.7,1.3,14.6,33.6,0.2,0.1,0.3,0.103,4.5,-0.6,3.9,0.2,False
danietr01,Troy Daniels,SHOOTING GUARD,28,LOS ANGELES LAKERS,41,456,9.0,0.527,0.709,0.101,2.9,8.1,5.5,4.1,0.8,0.6,5.2,16.1,0.2,0.4,0.7,0.069,-1.2,-1.1,-2.2,0.0,False
danietr01,Troy Daniels,SHOOTING GUARD,28,DENVER NUGGETS,6,76,5.3,0.464,0.714,0.0,0.0,8.8,4.4,5.4,2.0,0.0,9.7,17.7,-0.1,0.1,0.0,-0.025,-4.8,-2.4,-7.2,-0.1,False
davisan02,Anthony Davis,POWER FORWARD,26,LOS ANGELES LAKERS,62,2131,27.4,0.61,0.199,0.479,7.4,22.1,14.8,15.1,2.0,6.0,10.4,29.3,6.7,4.4,11.1,0.25,5.4,2.6,8.0,5.4,False
davised01,Ed Davis,CENTER,30,UTAH JAZZ,28,303,9.5,0.489,0.0,0.304,13.2,24.6,19.1,5.2,1.8,2.5,20.0,9.4,0.2,0.5,0.6,0.102,-4.6,1.5,-3.2,-0.1,False
daviste02,Terence Davis,SHOOTING GUARD,22,TORONTO RAPTORS,72,1209,13.8,0.588,0.555,0.135,4.5,16.0,10.3,14.2,1.5,1.1,14.1,19.0,1.2,1.9,3.1,0.122,0.1,0.7,0.8,0.8,False
dedmode01,Dewayne Dedmon,CENTER,30,SACRAMENTO KINGS,34,541,8.5,0.477,0.415,0.164,9.3,25.8,17.4,3.9,1.3,4.6,20.4,18.5,-0.8,0.7,-0.1,-0.007,-6.3,-0.1,-6.4,-0.6,False
dedmode01,Dewayne Dedmon,CENTER,30,ATLANTA HAWKS,10,233,11.4,0.463,0.429,0.095,6.4,31.8,18.9,4.3,2.0,5.4,10.3,17.4,-0.2,0.3,0.2,0.032,-4.6,0.1,-4.5,-0.1,False
dellama01,Matthew Dellavedova,POINT GUARD,29,CLEVELAND CAVALIERS,57,821,8.1,0.463,0.52,0.211,2.4,7.8,5.1,29.0,1.2,0.2,23.6,13.0,0.1,0.1,0.2,0.011,-3.6,-1.6,-5.2,-0.7,False
derozde01,DeMar DeRozan,SMALL FORWARD,30,SAN ANTONIO SPURS,68,2316,21.6,0.603,0.033,0.43,2.0,15.4,8.7,26.1,1.4,0.8,11.6,26.3,5.9,1.3,7.3,0.151,2.3,-0.4,1.9,2.3,False
diallch01,Cheick Diallo,CENTER,23,PHOENIX SUNS,47,479,16.5,0.688,0.021,0.275,6.9,23.7,15.2,6.9,1.1,2.2,16.7,17.0,0.8,0.5,1.3,0.132,-1.1,-0.2,-1.3,0.1,False
diallha01,Hamidou Diallo,SMALL FORWARD,21,OKLAHOMA CITY THUNDER,46,896,9.3,0.491,0.193,0.213,5.6,14.7,10.3,5.9,2.0,0.9,13.6,18.4,-0.7,1.1,0.4,0.022,-4.2,0.3,-3.9,-0.4,False
dienggo01,Gorgui Dieng,CENTER,30,MINNESOTA TIMBERWOLVES,46,778,17.8,0.563,0.433,0.213,9.5,25.8,17.4,11.1,2.2,4.5,12.7,18.4,0.9,1.1,2.1,0.129,0.3,1.5,1.8,0.7,False
dienggo01,Gorgui Dieng,CENTER,30,MEMPHIS GRIZZLIES,17,318,15.5,0.583,0.368,0.483,6.1,26.0,16.2,6.3,2.1,4.7,13.2,15.9,0.3,0.6,0.9,0.13,-1.5,2.5,1.0,0.2,False
dinwisp01,Spencer Dinwiddie,POINT GUARD,26,BROOKLYN NETS,64,1994,17.8,0.541,0.392,0.437,1.7,9.6,5.7,35.0,0.9,0.9,12.5,29.2,3.2,1.6,4.8,0.116,2.7,-0.9,1.8,1.9,False
divindo01,Donte DiVincenzo,SHOOTING GUARD,23,MILWAUKEE BUCKS,66,1520,14.1,0.557,0.484,0.169,4.6,15.5,10.3,13.6,2.6,1.2,14.1,17.3,1.0,3.2,4.3,0.135,-1.1,2.4,1.3,1.3,False
doncilu01,Luka Dončić,POINT GUARD,20,DALLAS MAVERICKS,61,2047,27.6,0.585,0.431,0.448,4.1,25.0,14.7,45.7,1.5,0.6,14.8,36.8,6.5,2.3,8.8,0.207,7.4,1.0,8.4,5.4,False
dortlu01,Luguentz Dort,SMALL FORWARD,20,OKLAHOMA CITY THUNDER,36,820,7.6,0.506,0.463,0.243,3.3,7.5,5.5,4.6,1.8,0.4,8.4,14.1,0.1,0.8,0.8,0.049,-4.1,0.4,-3.7,-0.4,False
dotsoda01,Damyean Dotson,SHOOTING GUARD,25,NEW YORK KNICKS,48,836,10.9,0.527,0.562,0.114,1.2,10.6,5.8,10.0,1.3,0.5,6.5,16.5,0.6,0.4,0.9,0.053,-0.9,-0.5,-1.4,0.1,False
doumbse01,Sekou Doumbouya,POWER FORWARD,19,DETROIT PISTONS,38,754,6.2,0.474,0.415,0.195,3.0,14.9,8.9,3.6,1.3,0.9,12.0,16.9,-0.8,0.5,-0.3,-0.02,-5.2,-1.4,-6.7,-0.9,False
doziepj01,PJ Dozier,SHOOTING GUARD,23,DENVER NUGGETS,29,412,11.6,0.495,0.312,0.185,2.7,12.2,7.5,21.6,1.7,1.3,13.7,20.8,0.0,0.4,0.4,0.044,-2.5,-1.2,-3.8,-0.2,False
dragigo01,Goran Dragić,POINT GUARD,33,MIAMI HEAT,59,1663,16.3,0.573,0.467,0.34,2.0,10.2,6.3,29.2,1.2,0.6,14.8,25.9,2.2,1.3,3.5,0.102,1.4,-1.6,-0.1,0.8,False
drumman01,Andre Drummond,CENTER,26,DETROIT PISTONS,49,1654,22.1,0.55,0.031,0.376,15.3,38.2,26.6,14.0,2.9,4.2,18.0,25.5,0.7,3.3,4.0,0.116,0.0,1.2,1.1,1.3,False
drumman01,Andre Drummond,CENTER,26,CLEVELAND CAVALIERS,8,225,21.1,0.573,0.133,0.371,11.7,32.4,22.0,10.8,2.6,4.2,19.2,28.7,-0.1,0.3,0.3,0.053,-0.9,0.4,-0.4,0.1,False
dudleja01,Jared Dudley,POWER FORWARD,34,LOS ANGELES LAKERS,45,364,7.8,0.558,0.7,0.033,1.8,13.7,7.8,9.5,2.0,0.7,11.6,8.0,0.3,0.5,0.8,0.102,-2.7,2.0,-0.7,0.1,False
dunnkr01,Kris Dunn,POINT GUARD,25,CHICAGO BULLS,51,1269,12.1,0.51,0.327,0.158,1.9,14.9,8.1,19.4,3.8,1.3,15.7,14.6,0.3,2.0,2.3,0.085,-3.8,3.1,-0.6,0.4,False
edwarca01,Carsen Edwards,SHOOTING GUARD,21,BOSTON CELTICS,37,351,6.9,0.444,0.594,0.148,1.9,12.4,7.2,9.3,1.7,1.1,9.9,18.4,-0.3,0.4,0.1,0.014,-4.4,-0.2,-4.6,-0.2,False
ellenhe01,Henry Ellenson,CENTER,23,BROOKLYN NETS,5,15,-1.3,0.143,0.571,0.0,14.1,27.0,20.7,8.7,0.0,0.0,0.0,19.5,-0.1,0.0,-0.1,-0.183,-7.5,-3.4,-10.9,0.0,False
ellinwa01,Wayne Ellington,SHOOTING GUARD,32,NEW YORK KNICKS,36,558,8.5,0.509,0.822,0.075,0.7,12.0,6.2,11.0,1.1,0.7,9.1,15.0,0.2,0.2,0.4,0.035,-1.9,-1.0,-2.9,-0.1,False
embiijo01,Joel Embiid,CENTER,25,PHILADELPHIA 76ERS,51,1506,25.8,0.59,0.215,0.543,10.3,33.2,21.7,16.9,1.4,3.7,13.8,32.9,3.3,2.7,6.0,0.192,3.7,1.0,4.7,2.5,False
ennisja01,James Ennis III,SMALL FORWARD,29,PHILADELPHIA 76ERS,49,776,12.3,0.564,0.469,0.27,6.8,14.5,10.7,7.3,1.4,1.5,10.9,15.7,0.9,0.9,1.7,0.106,-1.5,0.0,-1.5,0.1,False
ennisja01,James Ennis III,SHOOTING GUARD,29,ORLANDO MAGIC,20,489,10.3,0.566,0.474,0.278,4.9,16.4,10.5,6.5,1.2,1.5,15.3,15.6,0.2,0.5,0.7,0.064,-3.3,-1.1,-4.4,-0.3,False
eubandr01,Drew Eubanks,CENTER,22,SAN ANTONIO SPURS,22,272,17.3,0.682,0.015,0.388,11.1,22.6,16.8,7.7,0.9,5.5,21.1,15.8,0.5,0.3,0.8,0.134,-1.4,-0.4,-1.8,0.0,False
evansja02,Jacob Evans,SHOOTING GUARD,22,GOLDEN STATE WARRIORS,27,414,5.6,0.439,0.286,0.218,2.3,8.7,5.4,10.9,1.3,2.6,14.6,17.6,-0.6,0.2,-0.5,-0.054,-5.7,-1.2,-7.0,-0.5,False
evansja02,Jacob Evans,SHOOTING GUARD,22,MINNESOTA TIMBERWOLVES,2,4,-9.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,-0.263,-10.5,-5.6,-16.1,0.0,False
exumda01,Dante Exum,SHOOTING GUARD,24,UTAH JAZZ,11,83,4.8,0.503,0.261,0.087,4.1,11.5,8.0,11.9,0.6,2.0,29.5,17.8,-0.2,0.1,-0.1,-0.056,-5.2,-0.5,-5.7,-0.1,False
exumda01,Dante Exum,SHOOTING GUARD,24,CLEVELAND CAVALIERS,24,402,11.5,0.592,0.385,0.427,2.5,12.8,7.6,11.4,1.5,1.3,15.6,14.4,0.4,0.2,0.5,0.063,-2.0,-0.4,-2.4,0.0,False
fallta01,Tacko Fall,CENTER,24,BOSTON CELTICS,7,33,28.4,0.751,0.0,0.214,3.3,44.9,24.3,5.8,1.5,11.2,16.4,23.7,0.1,0.1,0.2,0.223,0.4,6.0,6.5,0.1,False
favorde01,Derrick Favors,CENTER,28,NEW ORLEANS PELICANS,51,1243,18.5,0.62,0.021,0.209,13.9,28.9,21.4,9.2,1.1,3.1,12.9,14.0,2.6,1.6,4.2,0.162,0.7,0.3,1.0,0.9,False
feliccr01,Cristiano Felício,CENTER,27,CHICAGO BULLS,22,386,12.8,0.671,0.037,0.426,15.0,14.1,14.6,5.7,1.2,0.5,21.9,9.1,0.7,0.3,1.0,0.126,-1.4,-1.7,-3.1,-0.1,False
fergute01,Terrance Ferguson,SMALL FORWARD,21,OKLAHOMA CITY THUNDER,56,1257,3.7,0.481,0.764,0.091,2.1,4.4,3.3,5.3,1.0,1.2,11.9,9.1,-0.3,0.9,0.6,0.021,-4.8,0.3,-4.5,-0.8,False
fernabr01,Bruno Fernando,CENTER,21,ATLANTA HAWKS,56,713,11.9,0.542,0.186,0.256,10.0,20.0,15.0,9.9,1.2,2.0,15.9,15.3,0.4,0.4,0.8,0.055,-3.2,-0.9,-4.1,-0.4,False
ferreyo01,Yogi Ferrell,POINT GUARD,26,SACRAMENTO KINGS,50,530,12.2,0.528,0.42,0.223,1.2,9.4,5.2,18.8,1.6,0.7,11.9,19.2,0.3,0.3,0.7,0.06,-1.5,-0.3,-1.8,0.0,False
finnedo01,Dorian Finney-Smith,POWER FORWARD,26,DALLAS MAVERICKS,71,2120,12.3,0.595,0.58,0.207,7.3,12.7,10.0,7.2,1.0,1.6,10.8,12.9,3.3,1.5,4.9,0.11,0.1,-0.3,-0.2,0.9,False
forbebr01,Bryn Forbes,SHOOTING GUARD,26,SAN ANTONIO SPURS,63,1579,11.1,0.57,0.656,0.155,0.8,7.8,4.3,9.5,1.0,0.0,8.4,18.5,1.3,0.3,1.5,0.047,-0.6,-2.1,-2.7,-0.3,False
fournev01,Evan Fournier,SMALL FORWARD,27,ORLANDO MAGIC,66,2076,16.4,0.595,0.467,0.237,0.9,8.2,4.4,16.6,1.7,0.7,10.9,23.9,2.9,1.7,4.6,0.106,1.4,-0.4,1.0,1.6,False
foxde01,De'Aaron Fox,POINT GUARD,22,SACRAMENTO KINGS,51,1634,20.6,0.558,0.227,0.42,2.4,11.4,6.8,35.3,2.2,1.5,14.1,29.8,2.6,1.4,4.0,0.118,2.3,-0.5,1.8,1.6,False
frazime01,Melvin Frazier,SHOOTING GUARD,23,ORLANDO MAGIC,19,126,9.8,0.559,0.471,0.118,1.7,7.1,4.3,3.4,3.5,1.4,12.3,14.0,0.0,0.2,0.2,0.057,-3.5,1.2,-2.3,0.0,False
frazimi01,Michael Frazier,SHOOTING GUARD,25,HOUSTON ROCKETS,13,145,-0.9,0.384,0.793,0.483,0.7,6.6,3.6,1.7,0.6,0.0,12.5,11.5,-0.2,0.1,-0.2,-0.06,-8.9,-2.1,-11.0,-0.3,False
fraziti01,Tim Frazier,POINT GUARD,29,DETROIT PISTONS,27,355,9.8,0.464,0.319,0.255,2.8,7.8,5.3,36.5,1.9,0.9,25.6,17.3,-0.1,0.2,0.1,0.016,-3.0,-1.6,-4.6,-0.2,False
kanteen01,Enes Freedom,CENTER,27,BOSTON CELTICS,58,983,22.4,0.599,0.02,0.284,18.0,28.9,23.5,8.8,1.1,3.9,12.5,19.4,2.6,1.8,4.4,0.214,1.8,-0.3,1.5,0.9,False
fultzma01,Markelle Fultz,POINT GUARD,21,ORLANDO MAGIC,72,1996,14.3,0.517,0.175,0.206,2.1,11.0,6.4,29.0,2.2,0.5,14.9,21.4,0.6,2.0,2.7,0.065,-1.8,0.0,-1.8,0.1,False
gabriwe01,Wenyen Gabriel,POWER FORWARD,22,SACRAMENTO KINGS,11,61,7.4,0.444,0.471,0.588,7.2,11.3,9.2,6.6,2.4,3.1,18.9,18.8,-0.1,0.1,0.0,-0.029,-4.4,0.5,-3.9,0.0,False
gabriwe01,Wenyen Gabriel,POWER FORWARD,22,PORTLAND TRAIL BLAZERS,19,174,10.3,0.606,0.387,0.387,10.3,14.9,12.6,3.6,2.2,2.5,23.3,11.5,0.1,0.1,0.3,0.075,-3.5,-0.3,-3.8,-0.1,False
gaffoda01,Daniel Gafford,CENTER,21,CHICAGO BULLS,43,609,16.2,0.686,0.0,0.448,9.0,10.3,9.6,5.2,1.0,8.7,15.3,13.3,1.1,0.8,1.9,0.146,-2.8,1.5,-1.3,0.1,False
